Name,QUAI 2 expedition:   u17 Ther Air,QUAI 2 expedition:   U77 Ther Air B,SAS 3 huile:   u17 Ther Air,SAS 2 frais:   u17 Ther Air,SAS 1 stockage:   u17 Ther Air,CF NEG Evap 1 et 2:   u09 S5 Temperature,CF NEG Evap 1 et 2:   U82 EEV OD % B,CF NEG Evap 1 et 2:   u23 EEV OD %,CF NEG Evap 1 et 2:   u75 S5 Temperature B,CF NEG Evap 1 et 2:   u17 Ther Air,QUAI 1 reception:   u17 Ther Air,CF POSITIVE:   u17 Ther Air,DGS combles negative:   Gas Level ppm,DGS combles negative:   Gas Level %,DGS 2 combles milieu:   Gas Level ppm,DGS 3 combles quai 2:   Gas Level ppm,GAS COOLER:   Q06 Fan running,GAS COOLER:   P15 % fan for digita,GAS COOLER:   SD4 Mode expert,GAS COOLER:   A07 S4_Exch_AirOutle,GAS COOLER:   S02 % ventilation ma,GAS COOLER:   CF8 Sonde Sc4 T air,GAS COOLER:   Se2 Vitesse Min,GAS COOLER:   A03 Sc3_Outside_Temp,GAS COOLER:   ON  On/Off,GAS COOLER:   A05 External_Referen,GAS COOLER:   S07 Temp exterieure,GAS COOLER:   S06 Temp exterieure,AKPC ROUBY:   Pc,AKPC ROUBY:   Sgc,AKPC ROUBY:   Prec,AKPC ROUBY:   Condenser speed 1,AKPC ROUBY:   Cond. ctrl.,AKPC ROUBY:   Control sensor,AKPC ROUBY:   Trec,AKPC ROUBY:   Superheat MT,AKPC ROUBY:   Suction temp. To-LT,AKPC ROUBY:   Pc,AKPC ROUBY:   Po-MT,AKPC ROUBY:   Tc,AKPC ROUBY:   Po-BT,AKPC ROUBY:   Tc-LT,AKPC ROUBY:   Ss-BT,AKPC ROUBY:   Cond. control status,AKPC ROUBY:   Pgc,AKPC ROUBY:   Cond. temp.,AKPC ROUBY:   V3tw,AKPC ROUBY:   Tw pump speed,AKPC ROUBY:   Sd-MT,AKPC ROUBY:   Liq inj suc line IT,AKPC ROUBY:   Tw pump running,AKPC ROUBY:   Shp,AKPC ROUBY:   Stw8,AKPC ROUBY:   Suction temp. To-MT,AKPC ROUBY:   Heat reclaim state
Units,degc,degc,degc,degc,degc,degc,%,%,degc,degc,degc,degc,,%,,,,%,,,%,,%,,,,degc,degc,Bar,degc,Bar,%,degc,,degc,degc,degc,Bar,Bar,degc,Bar,degc,degc,,Bar,degc,,%,degc,,,degc,degc,degc,
Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Sample Rate,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min,1 min
 17:33:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.39,50,21,-19.89,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.56,-7.17,0
 17:34:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.50,49,21,-20.22,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.56,-7.17,0
 17:35:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.50,49,21,-20.22,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.56,-7.17,0
 17:36:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.61,49,20,-20.28,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.44,-7.17,0
 17:37:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.61,49,20,-20.28,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.44,-7.17,0
 17:38:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.39,49,21,-20.11,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.39,-7.17,0
 17:39:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.39,49,21,-20.11,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.39,-7.17,0
 17:40:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.50,48,20,-20.22,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.39,-7.17,0
 17:41:00  18/12/2023,12.11,12.39,10.39,1.50,8.78,-20.50,48,20,-20.22,-20.11,11.72,1.78,600,2.90,531,611,1,3.00,0,3276.70,95.00,0,7.00,33.70,0,6.90,15.00,35.00,62.65,22.17,37.57,10.50,21.83,0,4.50,30.67,-27.33,64.10,27.41,25.72,14.15,-9.94,-12.28,11,61.65,22.28,0,0.00,93.44,0,0,24.94,42.39,-7.17,0
 17:42:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.39,49,21,-19.78,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.33,-3.72,0
 17:43:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.39,49,21,-19.78,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.33,-3.72,0
 17:44:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.50,49,21,-20.11,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.28,-3.72,0
 17:45:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.50,49,21,-20.11,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.28,-3.72,0
 17:46:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.50,50,21,-20.22,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.28,-3.72,0
 17:47:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.50,50,21,-20.22,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.28,-3.72,0
 17:48:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.39,50,21,-20.00,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.22,-3.72,0
 17:49:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.39,50,21,-20.00,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.22,-3.72,0
 17:50:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.50,50,21,-20.22,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.17,-3.72,0
 17:51:00  18/12/2023,12.11,12.28,10.39,0.78,8.72,-20.50,50,21,-20.22,-20.22,11.72,1.61,619,3.00,531,623,1,3.00,0,3276.70,95.00,0,7.00,33.50,0,0.30,15.00,35.00,60.49,22.00,39.65,0.00,22.83,0,6.44,29.94,-27.17,60.61,29.93,23.44,14.35,-4.83,-12.22,5,61.64,23.11,0,0.00,92.28,0,0,22.94,42.17,-3.72,0
 17:52:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.50,50,21,-19.78,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,42.11,-5.94,0
 17:53:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.50,50,21,-19.78,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,42.11,-5.94,0
 17:54:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.39,50,21,-20.11,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,42.06,-5.94,0
 17:55:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.39,50,21,-20.11,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,42.06,-5.94,0
 17:56:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.50,50,21,-20.22,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,42.06,-5.94,0
 17:57:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.50,50,21,-20.22,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,42.06,-5.94,0
 17:58:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.39,49,21,-19.89,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,41.94,-5.94,0
 17:59:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.39,49,21,-19.89,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,41.94,-5.94,0
 18:00:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.50,49,20,-20.22,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,41.94,-5.94,0
 18:01:00  18/12/2023,12.11,12.28,10.39,1.39,8.78,-20.50,49,20,-20.22,-20.11,11.61,1.39,637,3.10,529,609,1,3.00,0,3276.70,95.00,0,7.00,33.20,0,1.20,15.00,35.00,60.44,22.78,39.02,0.00,22.72,0,5.61,27.83,-27.28,60.30,28.23,23.39,14.33,-5.94,-12.44,5,62.86,22.67,0,0.00,92.94,0,0,22.72,41.94,-5.94,0
 18:02:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.61,49,20,-20.22,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.83,-4.22,0
 18:03:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.61,49,20,-20.22,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.83,-4.22,0
 18:04:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.39,49,20,-20.11,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.78,-4.22,0
 18:05:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.39,49,20,-20.11,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.78,-4.22,0
 18:06:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.50,49,21,-20.22,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.72,-4.22,0
 18:07:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.50,49,21,-20.22,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.72,-4.22,0
 18:08:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.39,49,21,-19.89,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.72,-4.22,0
 18:09:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.39,49,21,-19.89,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.72,-4.22,0
 18:10:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.50,49,21,-20.22,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.67,-4.22,0
 18:11:00  18/12/2023,12.11,12.28,10.39,2.00,8.72,-20.50,49,21,-20.22,-20.11,11.61,1.89,644,3.20,523,614,1,3.00,0,3276.70,95.00,0,7.00,32.90,0,6.60,15.00,35.00,61.79,22.72,38.63,0.00,23.06,0,5.28,30.78,-27.39,60.35,28.88,23.78,14.20,-3.28,-12.39,5,64.27,22.39,0,0.00,87.61,0,0,23.33,41.67,-4.22,0
 18:12:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.61,50,20,-20.22,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.56,-5.17,0
 18:13:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.61,50,20,-20.22,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.56,-5.17,0
 18:14:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.39,50,21,-20.11,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.50,-5.17,0
 18:15:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.39,50,21,-20.11,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.50,-5.17,0
 18:16:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.50,49,21,-20.22,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.50,-5.17,0
 18:17:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.50,49,21,-20.22,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.50,-5.17,0
 18:18:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,Missing,50,21,Missing,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,Missing,23.72,41.44,-5.17,0
 18:19:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,Missing,50,21,Missing,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,Missing,23.72,41.44,-5.17,0
 18:20:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.50,50,21,-20.22,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.39,-5.17,0
 18:21:00  18/12/2023,12.00,12.28,10.39,1.50,8.72,-20.50,50,21,-20.22,-20.11,11.61,0.89,645,3.20,531,619,1,3.00,0,3276.70,95.00,0,7.00,32.40,0,7.10,15.00,35.00,62.64,23.00,38.38,0.00,22.78,0,5.00,25.67,-27.33,60.51,28.27,23.61,14.30,-4.72,-12.44,5,63.14,22.22,0,0.00,87.00,0,0,23.72,41.39,-5.17,0
 18:22:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-20.61,50,20,-20.28,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,0,Missing,41.33,-5.61,0
 18:23:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-20.61,50,20,-20.28,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,0,Missing,41.33,-5.61,0
 18:24:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-20.39,0,0,-20.22,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,0,Missing,35.22,-5.61,0
 18:25:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-20.39,0,0,-20.22,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,0,Missing,35.22,-5.61,0
 18:26:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-18.61,0,0,-5.28,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,1,Missing,26.78,-5.61,0
 18:27:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-18.61,0,0,-5.28,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,1,Missing,26.78,-5.61,0
 18:28:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-12.78,0,0,12.72,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,1,Missing,26.06,-5.61,0
 18:29:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-12.78,0,0,12.72,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,1,Missing,26.06,-5.61,0
 18:30:00  18/12/2023,12.00,12.28,10.39,0.61,8.78,-7.89,0,0,15.89,-20.11,11.50,1.61,651,3.20,543,602,1,3.00,0,3276.70,95.00,0,7.00,Missing,0,Missing,15.00,35.00,61.06,22.61,38.65,6.40,22.39,0,5.33,28.50,-27.39,62.30,27.86,24.39,14.22,Missing,-12.56,11,61.66,22.61,0,0.00,90.17,0,1,Missing,25.11,-5.61,0
